"","score","text","polarity"
"1863",-1,"Why the hell you target his family ..@INCIndia https://t.co/02UUBubPvN","negative"
"1864",0,"Strong words from Congress President Rahul Gandhi’s Facebook post on Sam Pitroda’s comment.  *Do Read*… https://t.co/0RwJmlHmB2","neutral"
"1865",1,"Sirji , just appeal to the voters to think about the last 5 year governance .How can somebody ask votes only by put… https://t.co/G2zpcrAd2D","positive"
"1866",-1,"Now comes the era of @RahulGandhi 
Hope he doesn't disappoint us.
@INCIndia 
#RahulGandhiForPM https://t.co/MpSvKPils4","negative"
"1867",-1,"RT @INCIndia: By listening to the voice of the people &amp; constructing sound economic policies we will reverse the declining trend of economi…","negative"
"1868",0,"@radtwit @SitaramYechury @INCIndia Do you know how much profit SBI makes abrring the NPA;s in Modi's Tenure or well… https://t.co/6GDbLty393","neutral"
"1869",0,"@kumarbrowns @arunpudur @INCIndia If you say so Outright lies is associated with Modi !! Remember 15 lakh promise o… https://t.co/ok0pj5APMd","neutral"
"1870",0,"@ankit1802 @manit_avi @SethShruti @RahulGandhi @INCIndia Sad truth","neutral"
"1871",-1,"RT @INCIndia: By listening to the voice of the people &amp; constructing sound economic policies we will reverse the declining trend of economi…","negative"
"1872",0,"RT @being_delhite: @ANI @IndiaAnalyst Modi has has the Biggest Family .

... India

Yateem toh @INCIndia hai.","neutral"
"1873",0,"@NirmalSinghINC @NirmalSinghINC jindabad , @INCIndia jindabad ..time for change time for NYAY..","neutral"
"1874",0,"@saket71 No he speaks the way  @INCIndia thinks
He is replacing Mani Iyer in ls2019
But what ever #AayegaTohModiHi","neutral"
"1875",0,"RT @ShobhaBJP: Pic 1: #RahulGandhi announcing that #Congress waived off farm loan in Rajasthan, MP &amp; CG.

Pic 2: MP Chief Minister #Kamalna…","neutral"
"1876",0,"RT @baburajvarma: SC hasn't dismissed any litigation by Dr @Swamy39 nor it has dismissed or nullified the MHA notice to @RahulGandhi it  ju…","neutral"
"1877",-1,"RT @roopnayandarak: Dear Sikhs in Punjab, Delhi, Haryana &amp; Himachal ,

Your one vote for the butcher of 15000 Sikhs, incl 3000 Sikhs in Del…","negative"
"1878",0,"@INCIndia @RahulGandhi Chowkidar Paresh Rawal (@SirPareshRawal) Tweeted:
HUA TOH HUA is a definition of NYAY ! https://t.co/SXcc5nTBbv","neutral"
"1879",0,"@ShashiTharoor @AatishTaseer @INCIndia Sir, why did you crop. This article was written by a Pakistani journalist. A… https://t.co/0s7lS6u08m","neutral"
"1880",-1,"@BhavikaKapoor5 @INCIndia @RahulGandhi Just a filmy dream. Maybe there will be a kichadi govt that will fall in 6 m… https://t.co/AikdICzoC9","negative"
"1881",0,"RT @ShefVaidya: So in the last three weeks, @sampitroda, political Guru and mentor of @RahulGandhi has 1) Questioned Balakot air strikes 2)…","neutral"
"1882",0,"@SaritasinghET Shouldn't Germany elect #INCIndia govt??","neutral"
"1883",0,"RT @Indopolity: 1. Admiral Ramdas is a politician now. 2. His daughter is in Ford Foundation. 3. Son-in-law is a Pakistani. 4. Wife is in G…","neutral"
"1884",0,"RT @ShefVaidya: So in the last three weeks, @sampitroda, political Guru and mentor of @RahulGandhi has 1) Questioned Balakot air strikes 2)…","neutral"
"1885",-1,"RT @RT_MediaAdvPbCM: Major blow for @DharamvirGandhi as his NPP Patiala District President Manjit Kaur joins @INCIndia along with supporter…","negative"
"1886",-1,"The Gandhi family ecosystem is again trying to salvage the damage done by #SamPitroda @_sabanaqvi or @RanaAyyub are… https://t.co/eXfJIkkUgI","negative"
"1887",0,"RT @Deepakwarrior1: Toilet for Gazetted officer of CAPF deployed in election duty.Will any IPS or IAS answer this. Where is the dignity, de…","neutral"
"1888",-1,"Punjab, the 1988 holiday — Modi's attack on Congress invoking Rajiv Gand... https://t.co/33LekrXLyJ via @YouTube

I… https://t.co/hgWDDWD4LE","negative"
"1889",0,"I feel @sampitroda 's statement is one of the most calculated and smart one to get rid from dumb @INCIndia presiden… https://t.co/SdbPqWerT3","neutral"
"1890",0,"@sanjukta @tufailelif @RahulGandhi @RahulGandhi and @INCIndia not mentioning Gujarat riots in particular and Muslim… https://t.co/qaeA0XHoVq","neutral"
"1891",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"1892",0,"@SriAiyerRS2 @samdangasiya @arunjaitley @INCIndia सब ठीक है साहब पर divide की policy ग़लत है 

I lived in Haryana n… https://t.co/teOZibuTF1","neutral"
"1893",-1,"RT @INCIndia: By listening to the voice of the people &amp; constructing sound economic policies we will reverse the declining trend of economi…","negative"
"1894",0,"RT @sanjivkumarverm: @ashutosh83B @PawarSpeaks @INCIndia @AamAadmiParty Oye BC, first confirm his constituency and the symbols.","neutral"
"1895",0,"RT @Indopolity: 1. Admiral Ramdas is a politician now. 2. His daughter is in Ford Foundation. 3. Son-in-law is a Pakistani. 4. Wife is in G…","neutral"
"1896",0,"RT @NewsroomPostCom: Watch, what North East Delhi has to say on @priyankagandhi and @INCIndia | NewsroomPost 

@RahulGandhi  @BJP4India #Lo…","neutral"
"1897",0,"RT @ShefVaidya: So in the last three weeks, @sampitroda, political Guru and mentor of @RahulGandhi has 1) Questioned Balakot air strikes 2)…","neutral"
"1898",0,"@ShashiTharoor @INCIndia Pakistan and it's anti India policy and tactic always attracts you &amp; your party
weather it… https://t.co/rffgrC5bWT","neutral"
"1899",0,"@cosademicorazon @ShashiTharoor @AatishTaseer @INCIndia But what congress has done to counter that?","neutral"
"1900",-1,"RT @sakshijoshii: A very insensitive statement by  #SamPitroda ... This is how u feel for the victims of 1984 riots!  @INCIndia","negative"
"1901",-1,"RT @AmbVPrakash: Appears that @INCIndia has an in-built system of damage infliction. In 2014 it was M S AIYAR's 'Chaiwala' comment on @nare…","negative"
"1902",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"1903",0,"#IndiaElectionWatch with @palkisu | @narendramodi rips into #SamPitroda for comments on 1984 riots. PM said… https://t.co/R2NEM8Ap8N","neutral"
"1904",0,"@News18India @SushilModi @INCIndia Evm settings ho gai kya","neutral"
"1905",1,"@BDUTT Finally some in this election has the courage to talk about 2002. I thought @INCIndia was never going to do it. But the proxy does.","positive"
"1906",0,"@ashutosh83B @AamAadmiParty @ArvindKejriwal @Saurabh_MLAgk @SanjayAzadSln @BJP4India @INCIndia It will help you how… https://t.co/8CM8UDECKw","neutral"
"1907",0,"@INCIndia @RahulGandhi I agree. Tera mooh along with soul hi itna kala hai ki uski dekhte hi aadmi kala ho jaye. Mr… https://t.co/B7GrX4nZ4L","neutral"
"1908",0,"RT @Varshayouthcong: Vote for @SheilaDikshit  ji
@RahulGandhi @priyankagandhi @keshavyadaviyc @srinivasiyc @Sharmistha_GK @INCIndia @INCDel…","neutral"
"1909",-2,"RT @Prof_Hariom: Dear outraged Sikhs in Punjab, Delhi, Haryana &amp; Himachal Pradesh,

You one vote for the butcher of 15000 Sikhs, incl 3000…","negative"
"1910",-1,"@JhaSanjay @sampitroda Accepted @sampitroda created telecom revolution but @INCIndia created terrorism revolution &amp;… https://t.co/10FvSKzsWd","negative"
"1911",0,"Vote for @SheilaDikshit  ji
@RahulGandhi @priyankagandhi @keshavyadaviyc @srinivasiyc @Sharmistha_GK @INCIndia… https://t.co/eCKTRv1XHT","neutral"
"1912",0,"A big thanks to Late Rajiv Gandhi and @INCIndia 4 bringing computers, mobiles &amp;, other tech revolutions to India. N… https://t.co/qvCPSizpJn","neutral"
"1913",-1,"Big slap by @KirronKherBJP on faces of @INCIndia ... #AayegaTohModiHi https://t.co/aM9e4P89LC","negative"
"1914",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"1915",-1,"RT @divyaspandana: It’s a tough one. So many favourites. I think the worst lie by @narendramodi would be Demonetisation. Which one do you t…","negative"
"1916",0,"RT @sydasad: @humanimal2803 @SriAiyerRS2 @Himanshu_1922 @samdangasiya @drtanmaysahu @arunjaitley @INCIndia @niiravmodi @KaleenBhaiya_ Typic…","neutral"
"1917",0,"RT @PrakashJavdekar: Even Punjab CM @capt_amarinder has admitted that H.K.L Bhaghat, Arjun Das, Lalit Maken, Sajjan Kumar &amp; one minister, p…","neutral"
"1918",1,"RT @blsanthosh: The famous vacation of a PM ... Shameless @INCIndia argues that a PM is entitled for these trips .... Congress Mukt Bharath…","positive"
"1919",2,"RT @BhavikaKapoor5: On 23rd May 2019 people will see a miraculous come back like Phoenix of @INCIndia , all along my prediction for Congres…","positive"
"1920",0,"@AmanKayamHai_ET @INCIndia left ecosystem media personnel in tailspin....","neutral"
"1921",0,"@INCIndia @RahulGandhi Lol. RG has devised a machine to count unemployment per day. Lets see. What was the exact po… https://t.co/Lo039W3HPT","neutral"
"1922",1,"@radtwit @SitaramYechury @INCIndia Moreover well if we have passed the age of 18 we should be able to make conclusi… https://t.co/owomOwdsAl","positive"
"1923",0,"RT @shamli_prakash: Came across an award-winning folk artist from a small town in Rajasthan. Got talking, asked him what he thought about I…","neutral"
"1924",-1,"@sampitroda The what made you leave #india and settle in #USA? A person who had to run from #india due to lack of o… https://t.co/0rYqsEpbqD","negative"
"1925",0,"RT @MaharashtraPMC: Modi Ji,

We don't need Mobs, but we definitely need Jobs.

#HowsTheJobs @MahilaCongress @INCIndia https://t.co/6HfUe93…","neutral"
"1926",-1,"@ShashiTharoor @AatishTaseer @INCIndia Really we dont give a crap what Pakistani think about India and its leader,… https://t.co/ePSqx0Hpum","negative"
"1927",0,"@ShefVaidya @sampitroda @RahulGandhi @INCIndia Dont forget even today you defend Modi on Gujarat riots. So many BJP… https://t.co/7Vd3LpuJnZ","neutral"
"1928",0,"RT @ShefVaidya: So in the last three weeks, @sampitroda, political Guru and mentor of @RahulGandhi has 1) Questioned Balakot air strikes 2)…","neutral"
"1929",2,"RT @HarsimratBadal_: Raja Sahib @capt_amarinder you admit 5 @INCIndia men led ‘84 ‘katleaam’ of Sikhs but continue to protect #JagdishTytle…","positive"
"1930",-1,"RT @viralhshah79: Dear @sampitroda don't worry about what u spoke yesterday...After all u spoke what u felt from inside and what was ur par…","negative"
"1931",0,"@ARanganathan72 @INCIndia @ShashiTharoor Yes freedom of murderers who kill their own wife and stay out of jail. 

T… https://t.co/jzyQ3ucMe9","neutral"
"1932",1,"I din't understand why @INCIndia needs to run #NationalHerald when @ShekharGupta and @ThePrintIndia are ready to do… https://t.co/E0OYX56l01","positive"
"1933",0,"RT @DrGPradhan: 1965 : CSI started
1968 : TCS started 
1972 : Patni started
1976 : HCL started
1978 : PCS started 
1980 : WIPRO started in…","neutral"
"1934",2,"RT @BhavikaKapoor5: On 23rd May 2019 people will see a miraculous come back like Phoenix of @INCIndia , all along my prediction for Congres…","positive"
"1935",0,"@INCIndia @RahulGandhi when I said Pranab Da for PM, 

people laughed at me.

See other 2 names after him, Akhlesh… https://t.co/MOe4ObL9tk","neutral"
"1936",-1,"RT @65thakursahab: Dear @INCIndia supporters,  question the BJP &amp; Modi, on how he managed to destroy the Indian economy, despite low crude…","negative"
"1937",-2,"RT @Prof_Hariom: Dear outraged Sikhs in Punjab, Delhi, Haryana &amp; Himachal Pradesh,

You one vote for the butcher of 15000 Sikhs, incl 3000…","negative"
"1938",1,"RT @MaharashtraPMC: @RahulGandhi helping get our helicopter going  in Una, HP. @MahilaCongress @INCIndia https://t.co/vlxUAuRwb5","positive"
"1939",0,"RT @sydasad: @humanimal2803 @SriAiyerRS2 @Himanshu_1922 @samdangasiya @drtanmaysahu @arunjaitley @INCIndia @niiravmodi @KaleenBhaiya_ Typic…","neutral"
"1940",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"1941",0,"@ndtv @Tejasvi_Surya Market leaders define their own set of rules for competition, others compelled to compete in t… https://t.co/FpQT0MxyMk","neutral"
"1942",0,"@INCIndia Congress will win?","neutral"
"1943",0,"@ShashiTharoor @AatishTaseer @INCIndia If times wrote a piece on Xi Jinping for the persecuting of Uighur Muslims,… https://t.co/CgDnDHygev","neutral"
"1944",1,"RT @Nikhil864111: Meet @_sabanaqvi , She is a youthful  journalist cum activist who via her mentioned tweet has applied for the post of “ad…","positive"
"1945",0,"@GodduSahadev @sampitroda @rajeev_mp @BJP4Karnataka @RahulGandhi @priyankagandhi @INCIndia Yes, people realise the… https://t.co/x05wcqaf5j","neutral"
"1946",0,"RT @Indopolity: 1. Admiral Ramdas is a politician now. 2. His daughter is in Ford Foundation. 3. Son-in-law is a Pakistani. 4. Wife is in G…","neutral"
"1947",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"1948",0,"@ZTZ99_Atilla @SitaramYechury @INCIndia Now u r coming to the basic question. In 70 years of mixed Economy how many… https://t.co/5ze9dntuDD","neutral"
"1949",0,"RT @Cittizen45: @BhavikaKapoor5 @MandeepBajwa @INCIndia @RahulGandhi BJP 136
NDA  158
Congress 132
UPA 181

Gatbhandhan 320 [SP/BSP/TMC/AAP…","neutral"
"1950",0,"RT @arunpudur: Leftist #TimeMagazine has it's Paki Journalist do a hit piece funded by Cambridge Analytica who's biggest customer is @INCIn…","neutral"
"1951",0,"RT @sanjaynirupam: North West Mumbai candidate will campaign for North West Delhi candidate !
Yes I wil address couple of meerings today fo…","neutral"
"1952",0,"RT @MaharashtraPMC: Modi Ji,

We don't need Mobs, but we definitely need Jobs.

#HowsTheJobs @MahilaCongress @INCIndia https://t.co/6HfUe93…","neutral"
"1953",-1,"@kapsology All 7 seats will loose @AamAadmiParty Then Delhi ppl kick them to out of Delhi. Finally @ArvindKejriwal… https://t.co/ylQwccY3Ip","negative"
"1954",1,"RT @blsanthosh: The famous vacation of a PM ... Shameless @INCIndia argues that a PM is entitled for these trips .... Congress Mukt Bharath…","positive"
"1955",0,"True Leadership. @INCIndia @priyankagandhi 
https://t.co/BfNWTqVQps","neutral"
"1956",0,"@INCIndia Instead of doing this go to supreme court and file defamation case on modi  have guts to pappu to this bc… https://t.co/pE5q4NPj9F","neutral"
"1957",0,"RT @arunpudur: Leftist #TimeMagazine has it's Paki Journalist do a hit piece funded by Cambridge Analytica who's biggest customer is @INCIn…","neutral"
"1958",0,"RT @Indopolity: 1. Admiral Ramdas is a politician now. 2. His daughter is in Ford Foundation. 3. Son-in-law is a Pakistani. 4. Wife is in G…","neutral"
"1959",-1,"RT @INCIndia: By listening to the voice of the people &amp; constructing sound economic policies we will reverse the declining trend of economi…","negative"
"1960",1,"RT @MaharashtraPMC: @RahulGandhi helping get our helicopter going  in Una, HP. @MahilaCongress @INCIndia https://t.co/vlxUAuRwb5","positive"
"1961",-1,"@radtwit @SitaramYechury @INCIndia Really damn hilarious... seeking a simple answer to a simple question why not HA… https://t.co/1kvAUwcKPN","negative"
